Number of Addresses in DB,send duration,listaddresses duration
0,1.6199114322662354,1.3026611804962158
1,5.416531085968018,1.3450212478637695
2,4.986373662948608,0.13763904571533203
3,0.6118535995483398,0.13355422019958496
4,0.9442059993743896,0.17280125617980957
5,0.6320695877075195,0.13509154319763184
6,0.6487021446228027,0.17409038543701172
7,0.9827187061309814,0.134413480758667
8,0.6830775737762451,0.13400840759277344
9,0.6669433116912842,0.1323070526123047
10,0.6269407272338867,0.46879148483276367
11,0.6548328399658203,0.1348130702972412
12,3.2894318103790283,1.289635181427002
13,5.8362627029418945,1.2154927253723145
14,4.469344854354858,0.1352541446685791
15,0.6713268756866455,0.1339254379272461
16,0.9687709808349609,0.14566516876220703
17,0.9276831150054932,0.16829204559326172
18,0.6538305282592773,0.13567686080932617
19,0.6762194633483887,0.13506007194519043
20,0.9712903499603271,0.1346263885498047
21,0.6714687347412109,0.1347348690032959
22,7.401018381118774,1.355189561843872
23,5.691177606582642,1.518282413482666
24,0.6491472721099854,0.13405394554138184
25,0.661266565322876,0.1505894660949707
26,0.6438193321228027,0.15059208869934082
27,0.6985921859741211,0.1531352996826172
28,0.6431567668914795,0.13460183143615723
29,0.6982259750366211,0.13539981842041016
30,0.9389743804931641,0.13466429710388184
31,0.6649460792541504,0.16828012466430664
32,0.6431772708892822,0.15746474266052246
33,0.9264993667602539,1.3346617221832275
34,5.419142246246338,1.3304674625396729
35,5.443099498748779,1.267510175704956
36,0.9950945377349854,0.13562536239624023
37,0.6601927280426025,0.13473272323608398
38,0.643221378326416,0.15127825736999512
39,0.6931438446044922,0.13434934616088867
40,0.6605091094970703,0.13559794425964355
41,0.6439907550811768,0.15163421630859375
42,0.6381163597106934,0.13551735877990723
43,6.107940196990967,1.355790615081787
44,5.9220099449157715,1.3771216869354248
45,4.376933813095093,0.13571429252624512
46,0.6769001483917236,0.4517521858215332
47,0.681952714920044,0.15159964561462402
48,0.6430399417877197,0.13687825202941895
49,0.676579475402832,0.13520479202270508
50,0.6548430919647217,0.06783008575439453
51,0.6445834636688232,0.06703877449035645
52,5.950042009353638,0.6844441890716553
53,5.488810062408447,0.7090835571289062
54,2.293508529663086,0.06758856773376465
55,0.6552746295928955,0.06782913208007812
56,0.6769363880157471,0.06835579872131348
57,0.6438641548156738,0.06763386726379395
58,0.638817310333252,0.08473610877990723
59,0.6444234848022461,0.06837892532348633
60,0.9958791732788086,0.06837987899780273
61,3.629354953765869,0.6514425277709961
62,5.946096658706665,0.7871062755584717
63,5.417079925537109,0.6622631549835205
64,0.6324968338012695,0.06911945343017578
65,0.6786391735076904,0.06763958930969238
66,0.6457815170288086,0.06715059280395508
67,0.9616584777832031,0.06776762008666992
68,0.7045533657073975,0.0659480094909668
69,0.6438443660736084,0.06838607788085938
70,0.6276993751525879,0.06753754615783691
71,6.907129526138306,0.6396629810333252
72,5.8891761302948,0.6396439075469971
73,3.1950278282165527,0.06776714324951172
74,1.2736356258392334,0.06381797790527344
75,0.6276414394378662,0.1472024917602539
76,0.6702880859375,0.15317773818969727
77,0.7097749710083008,0.13429021835327148
78,0.6433937549591064,0.13452839851379395
79,0.6437547206878662,0.15725016593933105
80,0.6437373161315918,0.13486146926879883
81,2.6550533771514893,1.6907715797424316
82,5.5479700565338135,1.5980288982391357
83,5.8726866245269775,1.3887720108032227
84,0.9886989593505859,0.1349499225616455
85,0.6320948600769043,0.15194153785705566
86,0.6323575973510742,0.15123867988586426
87,0.6429741382598877,0.4960520267486572
88,0.6336615085601807,0.15584135055541992
89,5.873234272003174,1.333482027053833
90,5.792121648788452,1.2704155445098877
91,3.5250420570373535,0.13491606712341309
92,0.6431469917297363,0.13589882850646973
93,0.9345769882202148,0.13495302200317383
94,0.9488568305969238,0.15305066108703613
95,0.6606717109680176,0.16199994087219238
96,0.6547589302062988,0.13535046577453613
97,0.9771568775177002,0.15061068534851074
98,0.6602663993835449,0.13441252708435059
99,5.803475618362427,1.5275604724884033
100,5.492285966873169,1.4749531745910645
101,5.11413311958313,0.1343834400177002
102,0.6317563056945801,0.13546228408813477
103,0.6498525142669678,0.14607954025268555
104,0.6766281127929688,0.15158987045288086
105,0.6707124710083008,0.13513493537902832
106,0.6710987091064453,0.15218210220336914
107,5.730769872665405,1.267482042312622
108,5.927257061004639,1.3885858058929443
109,1.9955639839172363,0.13489031791687012
110,0.9719977378845215,0.1350078582763672
111,0.6765334606170654,0.1354198455810547
112,0.6541228294372559,0.13509225845336914
113,0.6488602161407471,0.16836309432983398
114,0.8413105010986328,0.13524079322814941
115,1.8975796699523926,1.6087336540222168
116,5.839795112609863,1.520862340927124
117,6.113985061645508,1.3214919567108154
118,0.681753396987915,0.14629817008972168
119,0.9840335845947266,0.13521957397460938
120,0.9492127895355225,0.1512291431427002
121,0.6654353141784668,0.13572216033935547
122,0.6537988185882568,0.1514286994934082
123,0.6551058292388916,0.6336472034454346
124,5.133793115615845,1.2060906887054443
125,5.862022876739502,0.6049213409423828
126,0.676461935043335,0.06852841377258301
127,4.027328729629517,0.07186603546142578
128,0.6818974018096924,0.06901192665100098
129,0.671055793762207,0.06786561012268066
130,0.687523603439331,0.0688011646270752
131,0.9891858100891113,0.06838870048522949
132,0.6770901679992676,0.06850647926330566
133,4.236081123352051,0.7169597148895264
134,5.62004828453064,0.7178261280059814
135,5.89989972114563,0.6630938053131104
136,0.9967796802520752,0.06857705116271973
137,0.6553618907928467,0.06789326667785645
138,0.9850924015045166,0.08273983001708984
139,0.6566226482391357,1.128777027130127
140,5.658320426940918,0.6954481601715088
141,5.263622283935547,0.7168350219726562
142,1.585331678390503,0.06829142570495605
143,0.6217176914215088,0.0684361457824707
144,0.7261719703674316,0.06795477867126465
145,0.9895720481872559,0.0849611759185791
146,0.6887586116790771,0.06516242027282715
147,0.6447336673736572,0.06770753860473633
148,0.6547238826751709,0.06865429878234863
149,0.637932538986206,0.06813359260559082
150,0.6350069046020508,0.06849861145019531
151,0.6692874431610107,0.06888508796691895
152,1.6441190242767334,0.8493208885192871
153,5.5694899559021,0.7165555953979492
154,6.004801273345947,0.7168891429901123
155,2.7652645111083984,0.5636911392211914
156,0.6887290477752686,0.08560895919799805
157,0.6995105743408203,0.06871819496154785
158,0.66176438331604,0.06813931465148926
159,0.6593544483184814,0.06870818138122559
160,4.310478210449219,0.6963765621185303
161,5.603251934051514,0.7084212303161621
162,5.504907608032227,1.502711296081543
163,0.6664834022521973,0.06755566596984863
164,0.940960168838501,0.06907439231872559
165,1.0651872158050537,0.09134078025817871
166,0.6827435493469238,0.06907391548156738
167,0.6556859016418457,0.06881380081176758
168,6.027845621109009,0.6333661079406738
169,5.796684503555298,0.6960000991821289
170,5.889480113983154,0.7068963050842285
171,0.6298460960388184,0.07222843170166016
172,0.9889171123504639,0.06859683990478516
173,0.644803524017334,0.07958269119262695
174,5.686506032943726,0.9397637844085693
175,5.383859634399414,0.5751087665557861
176,5.955488443374634,0.6405079364776611
177,0.6105091571807861,0.06940507888793945
178,0.6552457809448242,0.06889462471008301
179,0.9875977039337158,0.06979751586914062
180,0.6606941223144531,0.06897687911987305
181,5.906124591827393,0.6855258941650391
182,5.663262367248535,0.7082476615905762
183,5.943085670471191,0.6414346694946289
184,0.6664810180664062,0.06995677947998047
185,0.9636054039001465,0.0804448127746582
186,0.988905668258667,0.22351980209350586
187,5.983504056930542,0.608208417892456
188,6.018449783325195,1.2713351249694824
189,5.6587889194488525,0.8658387660980225
190,0.6761617660522461,0.13611197471618652
191,2.332853317260742,1.279017448425293
192,5.7081544399261475,1.279062032699585
193,5.67958927154541,0.7168698310852051
194,3.81048846244812,0.9708588123321533
195,0.6779351234436035,0.06739330291748047
196,5.855900049209595,1.533860445022583
197,5.484472274780273,1.3230500221252441
198,6.788725852966309,1.3672757148742676
199,6.131462097167969,0.8104894161224365
200,4.552262306213379,1.5433096885681152
201,5.846465349197388,0.9271073341369629
202,3.520754814147949,1.5603315830230713
203,5.723541975021362,1.4837794303894043
204,2.097121000289917,0.131516695022583
205,3.003281593322754,1.3560850620269775
206,5.719404697418213,0.26908111572265625
207,1.961237907409668,0.23269915580749512
208,7.780023574829102,0.20997118949890137
209,0.6981072425842285,0.1381540298461914
210,1.1113064289093018,0.13400959968566895
211,0.718684196472168,0.16779875755310059
212,0.7752683162689209,0.13865280151367188
213,1.1080372333526611,0.1771101951599121
214,1.015939712524414,0.1544787883758545
215,1.1549444198608398,1.8848183155059814
216,6.224517583847046,2.5451576709747314
217,7.637967109680176,1.3594424724578857
218,6.855879783630371,1.2937605381011963
219,6.3703601360321045,1.424391746520996
220,5.855075836181641,1.7082722187042236
221,5.752685308456421,1.6277813911437988
222,5.113200902938843,2.806314706802368
223,6.655052185058594,1.2789828777313232
224,6.475152492523193,1.5304100513458252
225,7.099885940551758,1.8345553874969482
226,6.728123903274536,1.7895174026489258
227,5.9948976039886475,1.3377022743225098
228,6.824763536453247,1.7182836532592773
229,5.749292850494385,1.4204390048980713
230,6.049225330352783,1.2434580326080322
231,7.554286241531372,1.6580567359924316
232,5.751812934875488,1.3540987968444824
233,6.233462333679199,1.3969440460205078
234,7.255999803543091,1.3483986854553223
235,6.020423412322998,1.5059270858764648
236,6.3844685554504395,0.8384864330291748
237,0.6511321067810059,0.45714783668518066
238,6.0903894901275635,1.239989995956421
239,6.856637239456177,2.0389082431793213
240,6.007809162139893,1.5141022205352783
241,11.096768140792847,2.9329993724823
242,5.676880359649658,2.4129514694213867
243,2.518477439880371,0.45629000663757324
244,0.7103712558746338,0.12997007369995117
245,0.8632664680480957,0.14478325843811035
246,0.7824957370758057,0.1323227882385254
247,0.7610070705413818,0.1350259780883789
248,0.739326000213623,0.1306164264678955
249,0.8169610500335693,0.1300487518310547
250,7.0916054248809814,1.4001555442810059
251,8.906670331954956,2.578578233718872
252,0.7032368183135986,0.13650298118591309
253,0.7433743476867676,0.15528178215026855
254,0.6704351902008057,0.13347697257995605
255,0.7876541614532471,0.13428068161010742
256,0.6683101654052734,0.1582789421081543
257,0.7614855766296387,0.1689767837524414
258,0.9107673168182373,0.14576339721679688
259,1.1346089839935303,0.13010430335998535
260,4.617766380310059,1.704237699508667
261,10.205848693847656,2.156193971633911
262,1.3752272129058838,0.1394047737121582
263,0.7997922897338867,0.14632248878479004
264,0.7513747215270996,0.15268826484680176
265,1.0983355045318604,0.1370103359222412
266,0.7903826236724854,0.13248395919799805
267,0.7586853504180908,0.14058637619018555
268,1.08258056640625,0.13273954391479492
269,0.7955186367034912,0.13216423988342285
270,5.111363649368286,2.1537768840789795
271,11.278421878814697,1.054314374923706
